0;76.6;68.7;50;5;4-4-2;3-4-3;нормальная;нормальная;смешанные;дальние
0;76.6;76.2;50;0;4-4-2;4-3-3;нормальная;дальние_удары;смешанные;дальние
0;76.6;83.3;50;7;4-4-2;4-3-3;нормальная;дальние_удары;смешанные;дальние
0;76.6;99.3;50;60;4-4-2;3-3-4;нормальная;нормальная;смешанные;смешанные
0;168.5;146;50;34;4-4-2;2-4-4;нормальная;нормальная;смешанные;дальние
0;168.5;129.4;50;57;4-4-2;3-5-2;нормальная;нормальная;смешанные;смешанные
1;115.4;168.5;18;50;3-5-2;4-4-2;игра_в_пас;нормальная;дальние;смешанные
1;88.8;76.6;50;50;4-4-2;4-4-2;нормальная;нормальная;смешанные;смешанные
